title,company,metro,link
Младший аналитик-оптимизатор на производство,ООО Ридан,,https://hh.ru/vacancy/75904120?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Demand Planner,ANCOR,яковская,https://hh.ru/vacancy/74135716?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Младший Аналитик (Мск),ООО Тагес Джамп,,https://hh.ru/vacancy/51240475?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (Кредитные карты),Банк ВТБ (ПАО),Деловой центр и еще 2 ,https://hh.ru/vacancy/73142532?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Интернет-маркетолог/таргетолог,ООО Базис Девелопмент,рксистская и еще 1 ,https://hh.ru/vacancy/75554919?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший аналитик Отдела по управлению портфелем розничного бизнеса,"Ренессанс Кредит, Москва",Павелецкая и еще 1 ,https://hh.ru/vacancy/75743162?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Контент-менеджер (проверка данных) / Специалист по сбору информации с сайтов ритейлеров,ООО 24 ТТЛ,,https://hh.ru/vacancy/76126804?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий менеджер стратегических проектов,Яндекс,,https://hh.ru/vacancy/75753316?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Главный специалист Мониторинг кредитных рисков / Аналитика, процессы и качество данных Банк ДОМ.РФ",АО Банк ДОМ.РФ,,https://hh.ru/vacancy/76599813?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,Лига Цифровой Экономики,,https://hh.ru/vacancy/76112959?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер продукта (Big Data),"Лента, федеральная розничная сеть, IT ",,https://hh.ru/vacancy/74349445?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший Антифрод-аналитик (Remote),РобоФинанс,,https://hh.ru/vacancy/73565503?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Junior+ разработчик Haskell - программист Haskell (удаленно),ООО Гетшоптв,Достоевская и еще 2 ,https://hh.ru/vacancy/76412870?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Middle/Senior Product analyst,QIWI,Чертановская,https://hh.ru/vacancy/73380926?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,ООО СК Сбербанк страхование жизни,,https://hh.ru/vacancy/76660098?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Разработчик BI,ООО АЛРОСА Информационные технологии,,https://hh.ru/vacancy/72919665?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Сервис-менеджер / Менеджер по сопровождению IT-сервисов,ООО Палиндром,,https://hh.ru/vacancy/76732691?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Интернет-маркетолог / SEO, контекст, ROISTAT, email в штат",PATENTUS,Павелецкая и еще 2 ,https://hh.ru/vacancy/76170073?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-партнер Департамента управленческой отчетности,БКС Бизнес и процессы,,https://hh.ru/vacancy/73872299?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный/Бизнес-аналитик (Приборы),СИГМА,Тульская,https://hh.ru/vacancy/76543836?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
